309887647|2275|2012-07-17 01:02:06|38.4549|-122.415|4ada55e9f964a520782121e3|empty_message
309887647|2276|2012-07-17 02:13:06|38.4549|-122.415|4ada55e9f964a520782121e3|empty_message
309887647|2277|2012-07-23 00:10:14|38.1378|-122.234|4c0c0571bbc676b009724cd5|empty_message
309887647|2278|2012-07-21 14:33:02|38.3326|-122.318|4aff73b1f964a520b63822e3|empty_message
309887647|2279|2012-07-13 19:51:18|38.2958|-122.3|4b58da7af964a520e66e28e3|empty_message
309887647|2280|2012-07-23 02:51:07|38.2434|-122.45|4cdc28f23f6a8cfab9a3efea|empty_message
309887647|2281|2012-07-22 01:05:52|38.2531|-122.394|4c94158582b56dcb7707ccaa|empty_message
309887647|2282|2012-07-19 00:51:27|38.2976|-122.29|4b520a6df964a5205a6327e3|empty_message
309887647|2283|2012-07-22 01:08:47|38.2462|-122.433|4e8dff368b81b800f4bd4781|empty_message
309887647|2284|2012-07-19 15:17:24|38.2972|-122.288|4fa152f1e4b0829ddfb2fc23|empty_message
309887647|2285|2012-07-16 15:42:40|38.2972|-122.288|4fa152f1e4b0829ddfb2fc23|empty_message
309887647|2286|2012-07-17 15:52:17|38.2972|-122.288|4fa152f1e4b0829ddfb2fc23|empty_message
309887647|2287|2012-07-18 18:14:46|38.2972|-122.288|4fa152f1e4b0829ddfb2fc23|empty_message
309887647|2288|2012-07-18 00:31:47|38.3064|-122.287|4c3f538bd691c9b63f92890a|empty_message
309887647|2289|2012-07-23 19:56:27|38.2952|-122.303|4cbcaffad78f4688598ac973|empty_message
309887647|2290|2012-07-24 03:35:48|38.406|-122.367|4f1b63eae4b0a627190c302c|empty_message
309887647|2291|2012-07-24 05:28:47|38.406|-122.367|4f1b63eae4b0a627190c302c|empty_message
309887647|2292|2012-07-24 01:30:11|38.4641|-122.403|4a945890f964a520472120e3|empty_message
309887647|2293|2012-07-22 18:46:00|38.1403|-122.234|4c08300f340720a125c08293|empty_message
309887647|2294|2012-07-22 18:32:04|38.1403|-122.234|4c08300f340720a125c08293|empty_message
309887647|2295|2012-07-17 22:09:23|38.2978|-122.288|4b4f3407f964a52025fd26e3|empty_message
309887647|2296|2012-07-19 19:11:38|38.3213|-122.299|4c0d9213b1b676b0c2d7e086|empty_message
309887647|2297|2012-07-22 17:14:34|38.2579|-122.303|4e2c41d352b1b8f1986986b5|empty_message
309887647|2298|2012-07-24 03:34:15|38.4024|-122.362|4c9c00130e9bb1f7e026d05f|empty_message
309887647|2299|2012-07-20 01:21:34|38.3392|-122.28|4a6e29ddf964a52017d41fe3|empty_message
309887647|2300|2012-07-19 13:41:16|38.3163|-122.309|4df3addad22d8c5470deae2b|empty_message
309887647|2301|2012-07-21 13:22:33|38.3163|-122.309|4df3addad22d8c5470deae2b|empty_message
309887647|2302|2012-07-21 13:23:06|38.3156|-122.309|4e88855f6da1977fc738f072|empty_message
