104665558|1275084924|2010-05-28 23:15:00|40.827|-73.9281|151a845b6bd38a55|empty_message
104665558|1275107859|2010-05-29 05:37:00|40.7608|-73.9865|c2d63d9396b1d307|empty_message
104665558|1275179048|2010-05-30 01:24:00|40.7163|-74.0466|1097ca3633ae616a|empty_message
104665558|1275425999|2010-06-01 21:59:00|40.7453|-73.9949|96e365c8c4de172c|empty_message
104665558|1275747558|2010-06-05 15:19:00|40.6951|-74.178|fa3435044b52ecc7|empty_message
104665558|1277397608|2010-06-24 17:40:00|40.7405|-74.1773|40ac679344e5d416|empty_message
104665558|1277398421|2010-06-24 17:53:00|40.7372|-74.182|40ac679344e5d416|empty_message
104665558|1277411663|2010-06-24 21:34:00|40.7602|-74.0031|b2af36ba44275c20|empty_message
104665558|1277766327|2010-06-29 00:05:00|40.7641|-74.0202|e140ee270249a06e|empty_message
104665558|1277850629|2010-06-29 23:30:00|40.7641|-74.0202|e140ee270249a06e|empty_message
104665558|1278289401|2010-07-05 01:23:00|40.7718|-74.0162|e140ee270249a06e|empty_message
104665558|1278380008|2010-07-06 02:33:00|40.777|-74.0137|e140ee270249a06e|empty_message
104665558|1278731264|2010-07-10 04:07:00|40.7462|-73.9774|a045bcf02ce8d868|empty_message
104665558|1278735534|2010-07-10 05:18:00|40.7459|-73.9776|515acbdde0ed03c1|empty_message
104665558|1278739504|2010-07-10 06:25:00|40.7456|-73.9779|3f74f28c987b4f03|empty_message
104665558|1278772352|2010-07-10 15:32:00|40.7718|-74.0162|e140ee270249a06e|empty_message
104665558|1278873618|2010-07-11 19:40:00|40.7734|-74.0204|9960bde64bd7622e|empty_message
104665558|1279321554|2010-07-17 00:05:00|40.7628|-74.0097|e140ee270249a06e|empty_message
104665558|1279417438|2010-07-18 02:43:00|40.7245|-74.0057|d29130733cda28e0|empty_message
104665558|1279418387|2010-07-18 02:59:00|40.7298|-74.0035|c9f1f2c01b35dbf7|empty_message
104665558|1279511151|2010-07-19 04:45:00|40.6649|-73.9699|27485069891a7938|empty_message
104665558|1279545003|2010-07-19 14:10:00|40.7618|-74.0045|94965b2c45386f87|empty_message
104665558|1279643983|2010-07-20 17:39:00|40.742|-74.1893|40ac679344e5d416|empty_message
