418|22938914
418|7482
3032|6537862
3032|17463
3032|17885058
3032|10221
7482|10156542
13203|15737882
13203|20435581
13203|53991585
13203|47816328
17463|12805082
17463|10221
383323|16185812
383323|7636802
383323|16463110
752303|280784757
752303|15495146
755485|77142112
756275|13567
756275|22938914
756275|25267771
772787|1638691
773613|33472133
773613|35592516
777853|39269832
781562|26944821
781562|67012213
781562|17721340
781562|63211545
781562|334243879
781562|23578860
781562|128222962
781562|25059250
781562|21834373
781562|36547342
781562|13683762
781562|33778809
781562|22826185
781562|14429823
781562|11562992
781562|133067027
781562|47526232
781562|331436762
781562|18126056
781562|14677381
781562|32233426
781562|213072246
781562|156301886
781562|17070714
781562|16071315
781562|1648351
781562|27888179
781562|15220190
781562|121773732
804640|20955729
804640|17885058
804640|21678635
804640|4958911
804640|3032
804640|17206599
804640|10817552
804640|15447081
804640|3249251
804640|19314329
804640|24663940
804640|15259875
804640|47421959
804640|34052803
804640|15842079
804640|16465079
804640|28221373
810672|22938914
811274|418
817270|418
817270|22938914
820942|22938914
820942|11404642
820942|14976587
820942|260099568
820942|142528657
820942|16364536
820942|5388812
1502171|418
1502171|18270658
1502171|3032
1502171|16864590
1648351|30072881
1648351|47425094
1648351|10221
1648351|22462363
1648351|418
1648351|3032
1648351|272001208
1648351|30104113
1648351|22938914
1711321|294940405
1711321|39755564
1791531|7357202
2248211|418
2248211|75432614
2248211|22938914
2248211|19314329
2278321|418
2278321|17463
2278321|22938914
2278321|7457322
2365991|46719664
2365991|35611404
2365991|110200326
2365991|169585114
2365991|11096662
2365991|43144049
2365991|19338101
2365991|60815174
2365991|30297742
2365991|162290200
2365991|155417186
2365991|32504468
2365991|14318277
2365991|45031194
2765321|7457322
2765321|13683762
3249251|14861579
3249251|198996285
3249251|17885058
3249251|21678635
3249251|17206599
3249251|30117829
3249251|10817552
3249251|18461401
3249251|24663940
3249251|32504468
3249251|15842079
3249251|17873992
3249251|17644786
3249251|28221373
3412571|115164432
3422521|7457322
3422521|1502171
3422521|18982468
3422521|17885058
3422521|10221
4483691|46382559
4958911|23121669
4958911|6537862
4958911|13460112
4958911|14793446
4958911|16049609
4958911|14429823
4958911|17885058
4958911|49483679
5366432|40020840
5388812|146229333
5388812|28110522
5388812|15259875
5388812|41234692
5388812|29637330
5388812|13983192
5388812|260099568
5388812|14976587
5401232|14641650
5401232|27948237
5401232|15592771
5407512|55050581
5407512|6724092
5407512|15251252
5407582|17010744
5844332|418
5846562|10449052
5846562|16462880
5846562|25586687
5846562|17820753
5846562|48066337
5846562|18560680
5911382|6537862
5911382|13460112
5911382|25896613
5911382|804640
5911382|17885058
5911382|29471163
5911382|18617037
5911382|159257356
5911382|65188654
5911382|237114356
5911382|3249251
5911382|203713925
5911382|19970360
5911382|32504468
5911382|50911894
5911382|21682855
5911382|62462658
5911382|42098040
5911382|42667928
5911382|15416946
6018562|418
6018562|10855182
6018562|14386696
6018562|14573910
6018562|16929817
6151792|14888330
6151792|804640
6151792|10221
6262762|102235305
6410782|223638371
6410782|22278978
6459972|7444752
6534502|40020840
6537862|418
6537862|8602182
6537862|13460112
6537862|45646770
6537862|152347648
6537862|22938914
6537862|16565629
6537862|72846254
6537862|804640
6537862|75432614
6537862|10221
6537862|429541970
6537862|62548835
6537862|14429823
6537862|17788702
6537862|17206599
6537862|1355741
6537862|14865477
6537862|16049609
6537862|262269278
6537862|89274806
6537862|47421959
6537862|14318277
6537862|28221373
6838002|14942309
6838002|20193563
6838002|20955729
6838002|170122506
6838002|20523212
6838002|50859487
6838002|14429823
6838002|278755526
6838002|14801605
6838002|19955062
7336232|804640
7336232|198996285
7336232|41234692
7414282|19747434
7414282|18488759
7507032|16507298
7507032|22938914
7507032|15259875
7524272|14469505
7636802|259162759
7636802|11928362
7636802|22938914
7636802|204212394
7636802|173345491
7636802|80583499
7636802|224010969
7636802|14853580
7636802|51982806
7636802|180336345
7636802|8894612
7636802|16463110
7636802|33472133
7636802|168281661
7636802|8046872
7636802|20401337
7636802|294604450
7636802|17420317
7636802|25415410
7636802|10510522
7636802|40100158
7636802|22569361
7636802|28075089
